subject ID,start time,end time,Affection/index,Affection/-4 sec/x,Affection/-4 sec/y,Affection/-3 sec/x,Affection/-3 sec/y,Affection/-2 sec/x,Affection/-2 sec/y,Affection/-1 sec/x,Affection/-1 sec/y,Affection/0/x,Affection/0/y,Affection/1 sec/x,Affection/1 sec/y,Affection/2 sec/x,Affection/2 sec/y,Affection/7 sec/x,Affection/7 sec/y,Affection/20 sec/x,Affection/20 sec/y,Affection/1 min/x,Affection/1 min/y,Affection/2 min/x,Affection/2 min/y,Affection/7 min/x,Affection/7 min/y,Affection/20 min/x,Affection/20 min/y,Affection/1 hr/x,Affection/1 hr/y,Affection/2 hr/x,Affection/2 hr/y,Affection/7 hr/x,Affection/7 hr/y,Affection/20 hr/x,Affection/20 hr/y,Affection/2 day/x,Affection/2 day/y,Affection/1 week/x,Affection/1 week/y,Affection/1 month/x,Affection/1 month/y,Affection/2 month/x,Affection/2 month/y,Disgust/index,Disgust/-4 sec/x,Disgust/-4 sec/y,Disgust/-3 sec/x,Disgust/-3 sec/y,Disgust/-2 sec/x,Disgust/-2 sec/y,Disgust/-1 sec/x,Disgust/-1 sec/y,Disgust/0/x,Disgust/0/y,Disgust/1 sec/x,Disgust/1 sec/y,Disgust/2 sec/x,Disgust/2 sec/y,Disgust/7 sec/x,Disgust/7 sec/y,Disgust/20 sec/x,Disgust/20 sec/y,Disgust/1 min/x,Disgust/1 min/y,Disgust/2 min/x,Disgust/2 min/y,Disgust/7 min/x,Disgust/7 min/y,Disgust/20 min/x,Disgust/20 min/y,Disgust/1 hr/x,Disgust/1 hr/y,Disgust/2 hr/x,Disgust/2 hr/y,Disgust/7 hr/x,Disgust/7 hr/y,Disgust/20 hr/x,Disgust/20 hr/y,Disgust/2 day/x,Disgust/2 day/y,Disgust/1 week/x,Disgust/1 week/y,Disgust/1 month/x,Disgust/1 month/y,Disgust/2 month/x,Disgust/2 month/y,Intrigue/index,Intrigue/-4 sec/x,Intrigue/-4 sec/y,Intrigue/-3 sec/x,Intrigue/-3 sec/y,Intrigue/-2 sec/x,Intrigue/-2 sec/y,Intrigue/-1 sec/x,Intrigue/-1 sec/y,Intrigue/0/x,Intrigue/0/y,Intrigue/1 sec/x,Intrigue/1 sec/y,Intrigue/2 sec/x,Intrigue/2 sec/y,Intrigue/7 sec/x,Intrigue/7 sec/y,Intrigue/20 sec/x,Intrigue/20 sec/y,Intrigue/1 min/x,Intrigue/1 min/y,Intrigue/2 min/x,Intrigue/2 min/y,Intrigue/7 min/x,Intrigue/7 min/y,Intrigue/20 min/x,Intrigue/20 min/y,Intrigue/1 hr/x,Intrigue/1 hr/y,Intrigue/2 hr/x,Intrigue/2 hr/y,Intrigue/7 hr/x,Intrigue/7 hr/y,Intrigue/20 hr/x,Intrigue/20 hr/y,Intrigue/2 day/x,Intrigue/2 day/y,Intrigue/1 week/x,Intrigue/1 week/y,Intrigue/1 month/x,Intrigue/1 month/y,Intrigue/2 month/x,Intrigue/2 month/y,Relaxation/index,Relaxation/-4 sec/x,Relaxation/-4 sec/y,Relaxation/-3 sec/x,Relaxation/-3 sec/y,Relaxation/-2 sec/x,Relaxation/-2 sec/y,Relaxation/-1 sec/x,Relaxation/-1 sec/y,Relaxation/0/x,Relaxation/0/y,Relaxation/1 sec/x,Relaxation/1 sec/y,Relaxation/2 sec/x,Relaxation/2 sec/y,Relaxation/7 sec/x,Relaxation/7 sec/y,Relaxation/20 sec/x,Relaxation/20 sec/y,Relaxation/1 min/x,Relaxation/1 min/y,Relaxation/2 min/x,Relaxation/2 min/y,Relaxation/7 min/x,Relaxation/7 min/y,Relaxation/20 min/x,Relaxation/20 min/y,Relaxation/1 hr/x,Relaxation/1 hr/y,Relaxation/2 hr/x,Relaxation/2 hr/y,Relaxation/7 hr/x,Relaxation/7 hr/y,Relaxation/20 hr/x,Relaxation/20 hr/y,Relaxation/2 day/x,Relaxation/2 day/y,Relaxation/1 week/x,Relaxation/1 week/y,Relaxation/1 month/x,Relaxation/1 month/y,Relaxation/2 month/x,Relaxation/2 month/y
test2,"Sun, 31 Jul 2016 22:48:45 GMT","Sun, 31 Jul 2016 22:49:16 GMT",3,-4,0,-3,51.15384615384615,-2,53.84615384615385,-1,49.03846153846153,0,25,1,23.88888888888889,2,22.77777777777778,3,21.666666666666668,4,20.555555555555557,5,19.444444444444443,6,18.333333333333332,7,17.22222222222222,8,16.11111111111111,9,15,10,21.73076923076923,11,28.46153846153846,12,35.19230769230769,13,41.92307692307692,14,37.37179487179487,15,32.82051282051282,16,28.269230769230766,2,-4,0,-3,29.807692307692307,-2,30.38461538461538,-1,30.769230769230766,0,47.30769230769231,1,45.67307692307692,2,44.03846153846154,3,45.74519230769231,4,47.45192307692308,5,49.15865384615385,6,50.86538461538461,7,52.57211538461539,8,54.27884615384615,9,55.98557692307692,10,57.69230769230769,11,55.96153846153846,12,54.23076923076923,13,52.5,14,50.76923076923077,15,49.03846153846154,16,47.30769230769231,4,-4,0,-3,0,-2,0,-1,0,0,0,1,13.961538461538462,2,27.923076923076923,3,41.88461538461538,4,55.84615384615385,5,69.8076923076923,6,63.82867132867133,7,57.84965034965035,8,51.87062937062937,9,45.891608391608386,10,39.91258741258741,11,33.93356643356643,12,27.954545454545453,13,21.975524475524473,14,15.9965034965035,15,10.017482517482513,16,4.038461538461538,1,-4,0,-3,60,-2,63.07692307692308,-1,50.19230769230769,0,48.07692307692307,1,51.80769230769231,2,55.53846153846153,3,59.26923076923077,4,63,5,66.73076923076923,6,64.05594405594405,7,61.38111888111888,8,58.70629370629371,9,56.031468531468526,10,53.35664335664335,11,50.68181818181818,12,48.006993006993,13,45.332167832167826,14,42.65734265734265,15,39.98251748251748,16,37.30769230769231
test1,"Sun, 31 Jul 2016 22:47:57 GMT","Sun, 31 Jul 2016 22:48:28 GMT",3,-4,0,-3,42.5,-2,42.5,-1,0,0,29.615384615384613,1,29.653846153846153,2,29.69230769230769,3,29.73076923076923,4,29.769230769230766,5,29.807692307692307,6,29.846153846153847,7,29.884615384615383,8,29.923076923076923,9,29.96153846153846,10,30,11,28.26923076923077,12,26.538461538461537,13,24.807692307692307,14,23.076923076923077,15,21.346153846153847,16,19.615384615384613,1,-4,0,-3,30.769230769230766,-2,39.42307692307692,-1,38.46153846153846,0,37.30769230769231,1,39.32692307692308,2,41.34615384615385,3,45.76923076923077,4,50.19230769230769,5,54.61538461538461,6,59.03846153846153,7,63.46153846153846,8,67.88461538461539,9,72.3076923076923,10,76.73076923076923,11,67.91666666666666,12,59.1025641025641,13,50.28846153846153,14,41.47435897435897,15,32.66025641025641,16,23.846153846153847,4,-4,0,-3,0,-2,0,-1,0,0,0,1,10.705128205128204,2,21.41025641025641,3,32.11538461538461,4,42.82051282051282,5,53.52564102564102,6,64.23076923076923,7,61.09615384615384,8,57.96153846153846,9,54.82692307692307,10,51.692307692307686,11,48.55769230769231,12,45.42307692307692,13,42.28846153846153,14,39.153846153846146,15,36.01923076923076,16,32.88461538461538,2,-4,0,-3,34.61538461538461,-2,30,-1,40,0,40.19230769230769,1,43.84615384615385,2,45.85164835164835,3,47.85714285714286,4,49.862637362637365,5,51.86813186813187,6,53.87362637362638,7,55.87912087912088,8,57.88461538461539,9,53.91826923076923,10,49.95192307692308,11,45.98557692307692,12,42.019230769230774,13,38.05288461538461,14,34.08653846153846,15,30.120192307692307,16,26.153846153846153
